0
0,0,0
3.4207589870523383,1.6392686538914687,3.574219779818408e-18
6.731141690747907,3.2996526728138207,1.440142862688288e-17
9.93373479642138,4.978629787187199,3.2599668729907935e-17
13.0311669043593,6.673286103531511,5.823763751730792e-17
16.026122780623187,8.380429046657168,9.133623894246952e-17
18.921359098426212,10.096682043430818,1.3187108511480415e-16
21.719713913641026,11.818565147224101,1.797755218325481e-16
24.42410988678905,13.54256350379644,2.349440507462688e-16
27.037552055245527,15.265185141060366,2.97236051527133e-16
29.563121114632143,16.983009280268565,3.6647971282244945e-16
32.00396316546012,18.692726161989178,4.42476083051003e-16
34.363276824751296,20.391169238401684,5.250031557679203e-16
36.64429852408718,22.075340487972607,6.138199102717333e-16
38.85028672695066,23.742429545550795,7.086702361683592e-16
40.98450570470696,25.389827298998004,8.092866802632108e-16
43.050209415397816,27.01513457382027,9.153939648519862e-16
45.0506259352347,28.616166503351273,1.0267122376561537e-15
46.98894280148969,30.190953159279882,1.1429600247833823e-15
48.86829353935369,31.737736992754556,1.2638568687429156e-15
50.69174556592427,33.25496760829008,1.3891256433558535e-15
52.46228959310031,34.7412943606158,1.5184945461088725e-15
54.182830588694024,36.195557228559004,1.6516987759382595e-15
55.85618030200196,37.61677638068909,1.7884819105167827e-15
57.48505131648082,39.00414080571009,1.9285970018421405e-15
59.07205255777336,40.35699633758427,2.0718074123482043e-15
60.61968615954975,41.674833362221214,2.217887415982373e-15
62.1303455716761,42.95727445032312,2.3666225898505705e-15
63.606314784151685,44.20406212054733,2.5178100222814664e-15
65.04976853505045,45.41504689926352,2.6712583626666227e-15
66.46277337032522,46.59017580838834,2.82678773735426e-15
67.84728942678305,47.729481381428634,2.9842295543622912e-15
69.2051728158878,48.833071280138974,3.1434262178673826e-15
70.5381784944581,49.90111856013177,3.3042307714392687e-15
71.847963518083,50.93385261328132,3.4665064869223994e-15
73.13609058357012,51.93155079765161,3.630126413799901e-15
74.40403177747808,52.89453075170209,3.794972901869437e-15
75.65317245838695,53.82314337839093,3.960937108161987e-15
76.88481521073595,54.71776647618539,4.127918497273708e-15
78.10018381760707,55.57879898758097,4.2958243426767404e-15
